expend,area,region
156.47,Rural,Central Coast
109.03,Rural,Central Coast
138.86,Rural,Central Coast
124.23,Rural,Central Coast
158.07,Rural,Central Coast
135.69,Rural,Central Coast
264.1,Rural,Central Coast
199.72,Rural,Central Coast
76.8,Rural,Central Coast
116.18,Rural,Central Coast
40.39,Rural,Central Coast
169.03,Rural,Central Coast
151.6,Rural,Central Coast
107.56,Rural,Central Coast
161.86,Rural,Central Coast
191.47,Rural,Central Coast
82.25,Rural,Central Coast
177.54,Rural,Central Coast
132.39,Rural,Central Coast
154.29,Rural,Central Coast
74.34,Rural,Central Coast
159.9,Rural,Central Coast
256.83,Rural,Central Coast
149.23,Rural,Central Coast
158.53,Rural,Central Coast
88.83,Rural,Central Coast
135.35,Rural,Central Coast
101.73,Rural,Central Coast
113.41,Rural,Central Coast
86.31,Rural,Central Coast
143.19,Rural,Central Coast
57.2,Rural,Central Coast
103.35,Rural,Central Coast
173.75,Rural,Central Coast
91.15,Rural,Central Coast
87.71,Rural,Central Coast
85.5,Rural,Central Coast
112.15,Rural,Central Coast
89.61,Rural,Central Coast
175.2,Rural,Central Coast
121.55,Rural,Central Coast
103.14,Rural,Central Coast
132.73,Rural,Central Coast
47.63,Rural,Central Coast
58.95,Rural,Central Coast
214.97,Rural,Central Coast
323.26,Rural,Central Coast
231.48,Rural,Central Coast
77.38,Rural,Central Coast
90.16,Rural,Central Coast
331.95,Rural,Central Coast
56.41,Rural,Central Coast
153,Rural,Central Coast
264.76,Rural,Central Coast
220.42,Rural,Central Coast
135.72,Rural,Central Coast
88.37,Rural,Central Coast
182.66,Rural,Central Coast
249.29,Rural,Central Coast
110.39,Rural,Central Coast
94.57,Rural,Central Coast
311.61,Rural,Central Coast
41.37,Rural,Central Coast
83.43,Rural,Central Coast
79.86,Rural,Central Coast
134.74,Rural,Central Coast
74.98,Rural,Central Coast
304.84,Rural,Central Coast
61.65,Rural,Central Coast
157.69,Rural,Central Coast
135.08,Rural,Central Coast
250.67,Rural,Central Coast
153.99,Rural,Central Coast
166.83,Rural,Central Coast
76.58,Rural,Central Coast
41.63,Rural,Central Coast
115.32,Rural,Central Coast
272.63,Rural,Central Coast
123.77,Rural,Central Coast
126.94,Rural,Central Coast
106.6,Rural,Central Coast
86.29,Rural,Central Coast
85.82,Rural,Central Coast
132.21,Rural,Central Coast
351.95,Rural,Central Coast
147.19,Rural,Central Coast
140.98,Rural,Central Coast
289.06,Rural,Central Coast
167.97,Rural,Central Coast
235.25,Rural,Central Coast
168.65,Rural,Central Coast
78.2,Rural,Central Coast
231.2,Rural,Central Coast
153.42,Rural,Central Coast
212.64,Rural,Central Coast
183.97,Rural,Central Coast
165.02,Rural,Central Coast
231.21,Rural,Central Coast
45.06,Rural,Central Coast
120.99,Rural,Central Coast
379.7,Rural,Central Coast
111.3,Rural,Central Coast
118.84,Rural,Central Coast
150.23,Rural,Central Coast
212.27,Rural,Central Coast
94.13,Rural,Central Coast
259.13,Rural,Central Coast
129.9,Rural,Central Coast
138.98,Rural,Central Coast
180.65,Rural,Central Coast
89.8,Rural,Central Coast
326.05,Rural,Central Coast
43.42,Rural,Central Coast
151.46,Rural,Central Coast
129.33,Rural,Central Coast
95.35,Rural,Central Coast
185.06,Rural,Central Coast
53.41,Rural,Central Coast
121.13,Rural,Central Coast
100.42,Rural,Central Coast
476.18,Rural,Central Coast
154.57,Rural,Central Coast
60.4,Rural,Central Coast
139.62,Rural,Central Coast
138.97,Rural,Central Coast
175.08,Rural,Central Coast
142.5,Rural,Central Coast
127.81,Rural,Central Coast
261.98,Rural,Central Coast
158.69,Rural,Central Coast
178.23,Rural,Central Coast
215.35,Rural,Central Coast
147.18,Rural,Central Coast
157.27,Rural,Central Coast
74.95,Rural,Central Coast
386.96,Rural,Central Coast
177.82,Rural,Central Coast
117.52,Rural,Central Coast
122.88,Rural,Central Coast
123.65,Rural,Central Coast
218.12,Rural,Central Coast
134.2,Rural,Central Coast
177.22,Rural,Central Coast
175.64,Rural,Central Coast
136.08,Rural,Central Coast
28.26,Rural,Central Coast
108,Rural,Central Coast
89.81,Rural,Central Coast
111.41,Rural,Central Coast
175.27,Rural,Central Coast
188.57,Rural,Central Coast
204.25,Rural,Central Coast
48.06,Rural,Central Coast
222.95,Rural,Central Coast
119.13,Rural,Central Coast
239.79,Rural,Central Coast
274.65,Rural,Central Coast
225.32,Rural,Central Coast
69.03,Rural,Central Coast
112.35,Rural,Central Coast
157.81,Rural,Central Coast
125.11,Rural,Central Coast
299.18,Rural,Central Coast
216.63,Rural,Central Coast
53.69,Rural,Central Coast
173.47,Rural,Central Coast
163.41,Rural,Central Coast
60.4,Rural,Central Coast
148.12,Rural,Central Coast
164.63,Rural,Central Coast
147.43,Rural,Central Coast
112.55,Rural,Central Coast
129.62,Rural,Central Coast
151.95,Rural,Central Coast
135.29,Rural,Central Coast
172.26,Rural,Central Coast
238.37,Rural,Central Coast
291.3,Rural,Central Coast
181.92,Rural,Central Coast
90.89,Rural,Central Coast
172.03,Rural,Central Coast
102.84,Rural,Central Coast
162.07,Rural,Central Coast
152.55,Rural,Central Coast
113.19,Rural,Central Coast
220.61,Rural,Central Coast
125.37,Rural,Central Coast
263.42,Rural,Central Coast
363.59,Rural,Central Coast
258.61,Rural,Central Coast
121.21,Rural,Central Coast
107.42,Rural,Central Coast
126.86,Rural,Central Coast
124.38,Rural,Central Coast
25.13,Rural,Central Coast
153.57,Rural,Central Coast
171.87,Rural,Central Coast
227.87,Rural,Central Coast
48.77,Rural,Central Coast
109.59,Rural,Central Coast
74.72,Rural,Central Coast
78.41,Rural,Central Coast
164.67,Rural,Central Coast
170.55,Rural,Central Coast
97.11,Rural,Central Coast
197.67,Rural,Central Coast
128.63,Rural,Central Coast
55.09,Rural,Central Coast
107.61,Rural,Central Coast
406.91,Rural,Central Coast
65.5,Rural,Central Coast
231.1,Rural,Central Coast
69.29,Rural,Central Coast
234.74,Rural,Central Coast
143.62,Rural,Central Coast
201.2,Rural,Central Coast
133.61,Rural,Central Coast
133.65,Rural,Central Coast
111.16,Rural,Central Coast
130.58,Rural,Central Coast
257.9,Rural,Central Coast
91.04,Rural,Central Coast
123.65,Rural,Central Coast
168.79,Rural,Central Coast
72.94,Rural,Central Coast
150.83,Rural,Central Coast
89.29,Rural,Central Coast
62.23,Rural,Central Coast
227.52,Rural,Central Coast
268.65,Rural,Central Coast
84.32,Rural,Central Coast
140.64,Rural,Central Coast
42.8,Rural,Central Coast
136.15,Rural,Central Coast
121.38,Rural,Central Coast
92.38,Rural,Central Coast
185.48,Rural,Central Coast
254.89,Rural,Central Coast
55.19,Rural,Central Coast
290.91,Rural,Central Coast
118.02,Rural,Central Coast
66.55,Rural,Central Coast
325.7,Rural,Central Coast
234.88,Rural,Central Coast
106.87,Rural,Central Coast
119.52,Rural,Central Coast
127.4,Rural,Central Coast
277.81,Rural,Central Coast
89.1,Rural,Central Coast
150.24,Rural,Central Coast
101.78,Rural,Central Coast
235.63,Rural,Central Coast
59.34,Rural,Central Coast
139.88,Rural,Central Coast
507.81,Rural,Central Coast
155.72,Rural,Central Coast
144.98,Rural,Central Coast
186.79,Rural,Central Coast
86.62,Rural,Central Coast
140.81,Rural,Central Coast
155.45,Rural,Central Coast
145.06,Rural,Central Coast
41.14,Rural,Central Coast
116.45,Rural,Central Coast
102.31,Rural,Central Coast
98.18,Rural,Central Coast
201.02,Rural,Central Coast
212.83,Rural,Central Coast
206.74,Rural,Central Coast
69.47,Rural,Central Coast
148.06,Rural,Central Coast
796.62,Rural,Central Coast
185.37,Rural,Central Coast
66.09,Rural,Central Coast
66.07,Rural,Central Coast
153.91,Rural,Central Coast
197.65,Rural,Central Coast
183.72,Rural,Central Coast
104.68,Rural,Central Coast
143.83,Rural,Central Coast
228.95,Rural,Central Coast
130.04,Rural,Central Coast
128.98,Rural,Central Coast
133.86,Rural,Central Coast
143.91,Rural,Central Coast
117.74,Rural,Central Coast
696.79,Rural,Central Coast
29.02,Rural,Central Coast
171.87,Rural,Central Coast
60.84,Rural,Central Coast
71.61,Rural,Central Coast
48.64,Rural,Central Coast
118.48,Rural,Central Coast
131.02,Rural,Central Coast
196.13,Rural,Central Coast
116.27,Rural,Central Coast
130.14,Rural,Central Coast
175.52,Rural,Central Coast
68.8,Rural,Central Coast
164.62,Rural,Central Coast
263.54,Rural,Central Coast
31.2,Rural,Central Coast
192.49,Rural,Central Coast
109.4,Rural,Central Coast
118.53,Rural,Central Coast
120.2,Rural,Central Coast
239.16,Rural,Central Coast
75.83,Rural,Central Coast
78.03,Rural,Central Coast
262.23,Rural,Central Coast
123.75,Rural,Central Coast
185.73,Rural,Central Coast
140.97,Rural,Central Coast
124.95,Rural,Central Coast
182.05,Rural,Central Coast
131.53,Rural,Central Coast
103.59,Rural,Central Coast
132.3,Rural,Central Coast
195.77,Rural,Central Coast
153.5,Rural,Central Coast
204.85,Rural,Central Coast
163.3,Rural,Central Coast
64.03,Rural,Central Coast
237.15,Rural,Central Coast
80.64,Rural,Central Coast
246.47,Rural,Central Coast
67.65,Rural,Central Coast
87.2,Rural,Central Coast
63.63,Rural,Central Coast
81.97,Rural,Central Coast
148.4,Rural,Central Coast
122.36,Rural,Central Coast
46.41,Rural,Central Coast
184.18,Rural,Central Coast
208.33,Rural,Central Coast
163.92,Rural,Central Coast
85.07,Rural,Central Coast
69.94,Rural,Central Coast
248.97,Rural,Central Coast
105.07,Rural,Central Coast
102.31,Rural,Central Coast
134.8,Rural,Central Coast
281.34,Rural,Central Coast
125.41,Rural,Central Coast
178.25,Rural,Central Coast
137.24,Rural,Central Coast
89.46,Rural,Central Coast
174.78,Rural,Central Coast
116.73,Rural,Central Coast
91.25,Rural,Central Coast
263.81,Rural,Central Coast
103.24,Rural,Central Coast
188.63,Rural,Central Coast
206,Rural,Central Coast
256.97,Rural,Central Coast
174.01,Rural,Central Coast
198.46,Rural,Central Coast
166.47,Rural,Central Coast
134.35,Rural,Central Coast
216.43,Rural,Central Coast
127.09,Rural,Central Coast
159.06,Rural,Central Coast
78.48,Rural,Central Coast
189.29,Rural,Central Coast
78.17,Rural,Central Coast
436.13,Rural,Central Coast
131.16,Rural,Central Coast
117.47,Rural,Central Coast
79.07,Rural,Central Coast
122.53,Rural,Central Coast
57.99,Rural,Central Coast
159.08,Rural,Central Coast
37.96,Rural,Central Coast
186.26,Rural,Central Coast
160.36,Rural,Central Coast
231.13,Rural,Central Coast
38.16,Rural,Central Coast
68.8,Rural,Central Coast
76.16,Rural,Central Coast
404.35,Rural,Central Coast
143.5,Rural,Central Coast
100.39,Rural,Central Coast
97.73,Rural,Central Coast
145.2,Rural,Central Coast
127.75,Rural,Central Coast
156.05,Rural,Central Coast
50.94,Rural,Central Coast
48.92,Rural,Central Coast
238.5,Rural,Central Coast
111.78,Rural,Central Coast
59.78,Rural,Central Coast
60.77,Rural,Central Coast
123.51,Rural,Central Coast
115.95,Rural,Central Coast
57.6,Rural,Central Coast
211.65,Rural,Central Coast
191.38,Rural,Central Coast
133.94,Rural,Central Coast
283.58,Rural,Central Coast
143.09,Rural,Central Coast
139.72,Rural,Central Coast
750.59,Rural,Central Coast
129.9,Rural,Central Coast
339.07,Rural,Central Coast
87.55,Rural,Central Coast
215.29,Rural,Central Coast
174.68,Rural,Central Coast
208.58,Rural,Central Coast
150.92,Rural,Central Coast
58.2,Rural,Central Coast
136.88,Rural,Central Coast
120.46,Rural,Central Coast
223.17,Rural,Central Coast
48.48,Rural,Central Coast
71.71,Rural,Central Coast
226.86,Rural,Central Coast
114.93,Rural,Central Coast
160.46,Rural,Central Coast
169.86,Rural,Central Coast
124.38,Rural,Central Coast
166.57,Rural,Central Coast
186,Rural,Central Coast
72.05,Rural,Central Coast
128.91,Rural,Central Coast
127.46,Rural,Central Coast
149.97,Rural,Central Coast
180.82,Rural,Central Coast
131.2,Rural,Central Coast
71.95,Rural,Central Coast
116.08,Rural,Central Coast
73.29,Rural,Central Coast
225.9,Rural,Central Coast
61.92,Rural,Central Coast
113.55,Rural,Central Coast
132.74,Rural,Central Coast
106.23,Rural,Central Coast
128.44,Rural,Central Coast
156.42,Rural,Central Coast
122.74,Rural,Central Coast
115.01,Rural,Central Coast
203.38,Rural,Central Coast
212.58,Rural,Central Coast
188.66,Rural,Central Coast
217.43,Rural,Central Coast
178.76,Rural,Central Coast
112.95,Rural,Central Coast
275.47,Rural,Central Coast
39.23,Rural,Central Coast
136.11,Rural,Central Coast
192.25,Rural,Central Coast
70.15,Rural,Central Coast
214.69,Rural,Central Coast
63.77,Rural,Central Coast
239.23,Rural,Central Coast
63.36,Rural,Central Coast
152.69,Rural,Central Coast
119.17,Rural,Central Coast
155.46,Rural,Central Coast
284.92,Rural,Central Coast
211.92,Rural,Central Coast
115.89,Rural,Central Coast
138.2,Rural,Central Coast
94.93,Rural,Central Coast
99.46,Rural,Central Coast
149.7,Rural,Central Coast
120.67,Rural,Central Coast
87.62,Rural,Central Coast
136.7,Rural,Central Coast
132.61,Rural,Central Coast
138.96,Rural,Central Coast
147.45,Rural,Central Coast
127.32,Rural,Central Coast
123.67,Rural,Central Coast
90.27,Rural,Central Coast
140.77,Rural,Central Coast
61.66,Rural,Central Coast
466.33,Rural,Central Coast
105.7,Rural,Central Coast
215.1,Rural,Central Coast
123.42,Rural,Central Coast
47.29,Rural,Central Coast
89.92,Rural,Central Coast
175.83,Rural,Central Coast
71.64,Rural,Central Coast
50.37,Rural,Central Coast
211.1,Rural,Central Coast
167.17,Rural,Central Coast
55.92,Rural,Central Coast
68.27,Rural,Central Coast
167.42,Rural,Central Coast
53.13,Rural,Central Coast
146.45,Rural,Central Coast
232.81,Rural,Central Coast
105.03,Rural,Central Coast
49.8,Rural,Central Coast
106.79,Rural,Central Coast
95.44,Rural,Central Coast
73.23,Rural,Central Coast
231.85,Rural,Central Coast
370.08,Rural,Central Coast
113.65,Rural,Central Coast
89.29,Rural,Central Coast
180.12,Urban,Central Coast
346.71,Urban,Central Coast
134.22,Urban,Central Coast
184.64,Urban,Central Coast
148.44,Urban,Central Coast
322.37,Urban,Central Coast
144.86,Urban,Central Coast
362.47,Urban,Central Coast
137.95,Urban,Central Coast
409.7,Urban,Central Coast
1631.43,Urban,Central Coast
98.95,Urban,Central Coast
238.49,Urban,Central Coast
335.65,Urban,Central Coast
203.9,Urban,Central Coast
710.19,Urban,Central Coast
382.23,Urban,Central Coast
165.4,Urban,Central Coast
336.57,Urban,Central Coast
197.84,Urban,Central Coast
118.95,Urban,Central Coast
542.37,Urban,Central Coast
209.12,Urban,Central Coast
429.51,Urban,Central Coast
278.68,Urban,Central Coast
63.73,Urban,Central Coast
158.77,Urban,Central Coast
346.28,Urban,Central Coast
220.26,Urban,Central Coast
257.14,Urban,Central Coast
245.32,Urban,Central Coast
180.76,Urban,Central Coast
175.74,Urban,Central Coast
209.71,Urban,Central Coast
135.52,Urban,Central Coast
161.73,Urban,Central Coast
96.59,Urban,Central Coast
158.2,Urban,Central Coast
127.5,Urban,Central Coast
424.79,Urban,Central Coast
405.18,Urban,Central Coast
487.25,Urban,Central Coast
385.9,Urban,Central Coast
547.7,Urban,Central Coast
218.32,Urban,Central Coast
145.83,Urban,Central Coast
78.54,Urban,Central Coast
187.38,Urban,Central Coast
72.06,Urban,Central Coast
213.3,Urban,Central Coast
158.58,Urban,Central Coast
241.34,Urban,Central Coast
168.59,Urban,Central Coast
270.64,Urban,Central Coast
229.7,Urban,Central Coast
390.55,Urban,Central Coast
322.73,Urban,Central Coast
234.1,Urban,Central Coast
293.7,Urban,Central Coast
67.22,Urban,Central Coast
330.72,Urban,Central Coast
247.63,Urban,Central Coast
722.23,Urban,Central Coast
90.5,Urban,Central Coast
275.01,Urban,Central Coast
405.77,Urban,Central Coast
948.9,Urban,Central Coast
114,Urban,Central Coast
249.25,Urban,Central Coast
907.59,Urban,Central Coast
324.41,Urban,Central Coast
503.84,Urban,Central Coast
214.04,Urban,Central Coast
277.21,Urban,Central Coast
162.23,Urban,Central Coast
343.49,Urban,Central Coast
71.27,Urban,Central Coast
96.5,Urban,Central Coast
200.25,Urban,Central Coast
45.53,Urban,Central Coast
162.5,Urban,Central Coast
218.36,Urban,Central Coast
231.98,Urban,Central Coast
278.71,Urban,Central Coast
376.48,Urban,Central Coast
282.9,Urban,Central Coast
212.58,Urban,Central Coast
221.94,Urban,Central Coast
449.37,Urban,Central Coast
141.21,Urban,Central Coast
391.47,Urban,Central Coast
400.33,Urban,Central Coast
662.18,Urban,Central Coast
246.7,Urban,Central Coast
124.12,Urban,Central Coast
273.85,Urban,Central Coast
1143.72,Urban,Central Coast
226.81,Urban,Central Coast
313.11,Urban,Central Coast
263.63,Urban,Central Coast
208.05,Urban,Central Coast
169.63,Urban,Central Coast
323.78,Urban,Central Coast
328.05,Urban,Central Coast
202.24,Urban,Central Coast
187.29,Urban,Central Coast
195.02,Urban,Central Coast
335.46,Urban,Central Coast
129.44,Urban,Central Coast
173.32,Urban,Central Coast
120.99,Urban,Central Coast
489.1,Urban,Central Coast
250.44,Urban,Central Coast
550.21,Urban,Central Coast
365.09,Urban,Central Coast
219.52,Urban,Central Coast
175.9,Urban,Central Coast
1204.1,Urban,Central Coast
120.76,Urban,Central Coast
51.55,Urban,Central Coast
277.47,Urban,Central Coast
210.1,Urban,Central Coast
230.36,Urban,Central Coast
410.66,Urban,Central Coast
219.45,Urban,Central Coast
332.49,Urban,Central Coast
848.88,Urban,Central Coast
513.62,Urban,Central Coast
136.49,Urban,Central Coast
323.57,Urban,Central Coast
252.92,Urban,Central Coast
486.34,Urban,Central Coast
227.44,Urban,Central Coast
339.59,Urban,Central Coast
703.09,Urban,Central Coast
276.31,Urban,Central Coast
143.41,Urban,Central Coast
580.23,Urban,Central Coast
250,Urban,Central Coast
303.8,Urban,Central Coast
205.94,Urban,Central Coast
201.73,Urban,Central Coast
137.05,Urban,Central Coast
108.55,Urban,Central Coast
299.82,Urban,Central Coast
95.46,Urban,Central Coast
514.02,Urban,Central Coast
219.76,Urban,Central Coast
103.55,Urban,Central Coast
193.5,Urban,Central Coast
236.65,Urban,Central Coast
280.39,Urban,Central Coast
181.53,Urban,Central Coast
147.99,Urban,Central Coast
259.42,Urban,Central Coast
140.87,Urban,Central Coast
77.55,Urban,Central Coast
485.87,Urban,Central Coast
137.31,Urban,Central Coast
78.28,Urban,Central Coast
73.15,Urban,Central Coast
396.05,Urban,Central Coast
254.98,Urban,Central Coast
125.22,Urban,Central Coast
138.03,Urban,Central Coast
482.12,Urban,Central Coast
166.72,Urban,Central Coast
307.34,Urban,Central Coast
275.7,Urban,Central Coast
240.39,Urban,Central Coast
565.39,Urban,Central Coast
277.21,Urban,Central Coast
110.35,Urban,Central Coast
109.5,Urban,Central Coast
202.1,Urban,Central Coast
358.87,Urban,Central Coast
287.39,Urban,Central Coast
275.32,Urban,Central Coast
259.52,Urban,Central Coast
667.69,Urban,Central Coast
310.7,Urban,Central Coast
129.86,Urban,Central Coast
101.28,Urban,Central Coast
219.13,Urban,Central Coast
114.2,Urban,Central Coast
118.81,Urban,Central Coast
412.68,Urban,Central Coast
255.17,Urban,Central Coast
402.89,Urban,Central Coast
188.73,Urban,Central Coast
125.1,Urban,Central Coast
77.2,Urban,Central Coast
411.03,Urban,Central Coast
186.64,Urban,Central Coast
181.11,Urban,Central Coast
133.9,Urban,Central Coast
155.45,Urban,Central Coast
300.08,Urban,Central Coast
268.34,Urban,Central Coast
187.45,Urban,Central Coast
125.52,Urban,Central Coast
509.22,Urban,Central Coast
118.96,Urban,Central Coast
192.78,Urban,Central Coast
181.93,Urban,Central Coast
267.7,Urban,Central Coast
265.62,Urban,Central Coast
250.46,Urban,Central Coast
415.43,Urban,Central Coast
185.39,Urban,Central Coast
209.32,Urban,Central Coast
316.46,Urban,Central Coast
211.36,Urban,Central Coast
454.66,Urban,Central Coast
172.13,Urban,Central Coast
344.39,Urban,Central Coast
334.76,Urban,Central Coast
401.93,Urban,Central Coast
513.61,Urban,Central Coast
134.77,Urban,Central Coast
83.76,Urban,Central Coast
190.14,Urban,Central Coast
200.35,Urban,Central Coast
386.73,Urban,Central Coast
326.91,Urban,Central Coast
198.32,Urban,Central Coast
232.5,Urban,Central Coast
174.18,Urban,Central Coast
364.01,Urban,Central Coast
211.42,Urban,Central Coast
368.49,Urban,Central Coast
200,Urban,Central Coast
402.58,Urban,Central Coast
219.17,Urban,Central Coast
130.12,Urban,Central Coast
231.42,Urban,Central Coast
162.69,Urban,Central Coast
410.36,Urban,Central Coast
170.54,Urban,Central Coast
163.71,Urban,Central Coast
615.36,Urban,Central Coast
434.73,Urban,Central Coast
525.62,Urban,Central Coast
226.66,Urban,Central Coast
197.55,Urban,Central Coast
150.3,Urban,Central Coast
106.59,Urban,Central Coast
403.79,Urban,Central Coast
322.2,Urban,Central Coast
1355.19,Urban,Central Coast
268.65,Urban,Central Coast
108.39,Urban,Central Coast
422.26,Rural,Central Highlands
163.87,Rural,Central Highlands
153.21,Rural,Central Highlands
74.94,Rural,Central Highlands
77.11,Rural,Central Highlands
80.61,Rural,Central Highlands
116.65,Rural,Central Highlands
52.1,Rural,Central Highlands
134.69,Rural,Central Highlands
186.91,Rural,Central Highlands
169.1,Rural,Central Highlands
109.74,Rural,Central Highlands
199.96,Rural,Central Highlands
159.5,Rural,Central Highlands
54.78,Rural,Central Highlands
138.16,Rural,Central Highlands
128.13,Rural,Central Highlands
381.63,Rural,Central Highlands
110.18,Rural,Central Highlands
308.65,Rural,Central Highlands
337.21,Rural,Central Highlands
121.8,Rural,Central Highlands
87.74,Rural,Central Highlands
459.88,Rural,Central Highlands
109.78,Rural,Central Highlands
403.47,Rural,Central Highlands
144.64,Rural,Central Highlands
618.19,Rural,Central Highlands
124.43,Rural,Central Highlands
30.47,Rural,Central Highlands
64.53,Rural,Central Highlands
238.99,Rural,Central Highlands
61.19,Rural,Central Highlands
109.98,Rural,Central Highlands
182.41,Rural,Central Highlands
65.74,Rural,Central Highlands
179.8,Rural,Central Highlands
215.69,Rural,Central Highlands
143.74,Rural,Central Highlands
76.71,Rural,Central Highlands
200.79,Rural,Central Highlands
35.94,Rural,Central Highlands
111.37,Rural,Central Highlands
106.08,Rural,Central Highlands
43.45,Rural,Central Highlands
91.29,Rural,Central Highlands
269.98,Rural,Central Highlands
104.94,Rural,Central Highlands
190.32,Rural,Central Highlands
27.8,Rural,Central Highlands
239.98,Rural,Central Highlands
142.06,Rural,Central Highlands
29.52,Rural,Central Highlands
166.36,Rural,Central Highlands
172.53,Rural,Central Highlands
192.25,Rural,Central Highlands
287.29,Rural,Central Highlands
130.64,Rural,Central Highlands
88.26,Rural,Central Highlands
229.41,Rural,Central Highlands
109.31,Rural,Central Highlands
124.41,Rural,Central Highlands
78.63,Rural,Central Highlands
260.07,Rural,Central Highlands
37.45,Rural,Central Highlands
141.68,Rural,Central Highlands
162.09,Rural,Central Highlands
174.8,Rural,Central Highlands
113.48,Rural,Central Highlands
112.17,Rural,Central Highlands
65.73,Rural,Central Highlands
70.35,Rural,Central Highlands
44.8,Rural,Central Highlands
119.99,Rural,Central Highlands
102.86,Rural,Central Highlands
80.51,Rural,Central Highlands
38.13,Rural,Central Highlands
74.19,Rural,Central Highlands
215.37,Rural,Central Highlands
84.67,Rural,Central Highlands
45.7,Rural,Central Highlands
141.67,Rural,Central Highlands
49.04,Rural,Central Highlands
123.34,Rural,Central Highlands
115.71,Rural,Central Highlands
137.34,Rural,Central Highlands
134.43,Rural,Central Highlands
35.69,Rural,Central Highlands
208.09,Rural,Central Highlands
85.18,Rural,Central Highlands
238.86,Rural,Central Highlands
130.8,Rural,Central Highlands
120.76,Rural,Central Highlands
36.43,Rural,Central Highlands
266.6,Rural,Central Highlands
91.39,Rural,Central Highlands
113.91,Rural,Central Highlands
61.06,Rural,Central Highlands
182.68,Rural,Central Highlands
140.93,Rural,Central Highlands
194.74,Rural,Central Highlands
167.09,Rural,Central Highlands
110.31,Rural,Central Highlands
129.53,Rural,Central Highlands
119.59,Rural,Central Highlands
82.77,Rural,Central Highlands
163.06,Rural,Central Highlands
174.91,Rural,Central Highlands
127.07,Rural,Central Highlands
235.74,Rural,Central Highlands
297.88,Rural,Central Highlands
333.28,Rural,Central Highlands
314.4,Rural,Central Highlands
102.76,Rural,Central Highlands
137.28,Rural,Central Highlands
65.33,Rural,Central Highlands
216.81,Rural,Central Highlands
91.04,Rural,Central Highlands
393.18,Rural,Central Highlands
192.19,Rural,Central Highlands
213.21,Rural,Central Highlands
104.96,Rural,Central Highlands
216.16,Rural,Central Highlands
130.74,Rural,Central Highlands
43.73,Rural,Central Highlands
71.66,Rural,Central Highlands
143.39,Rural,Central Highlands
189.44,Rural,Central Highlands
297.25,Rural,Central Highlands
106.37,Rural,Central Highlands
148.28,Rural,Central Highlands
165.99,Rural,Central Highlands
129.26,Rural,Central Highlands
247.02,Rural,Central Highlands
103.65,Rural,Central Highlands
131.92,Rural,Central Highlands
131.66,Rural,Central Highlands
189.91,Rural,Central Highlands
149.28,Rural,Central Highlands
132.63,Rural,Central Highlands
115.69,Rural,Central Highlands
198.71,Rural,Central Highlands
93.18,Rural,Central Highlands
84.67,Rural,Central Highlands
97.7,Rural,Central Highlands
156.75,Rural,Central Highlands
140.83,Rural,Central Highlands
56.35,Rural,Central Highlands
231.65,Rural,Central Highlands
100.65,Rural,Central Highlands
262.51,Rural,Central Highlands
89.99,Rural,Central Highlands
278.07,Rural,Central Highlands
50.96,Rural,Central Highlands
108.57,Rural,Central Highlands
222.56,Rural,Central Highlands
148.5,Rural,Central Highlands
217.72,Rural,Central Highlands
131.56,Rural,Central Highlands
31.95,Rural,Central Highlands
215.53,Rural,Central Highlands
125.99,Rural,Central Highlands
184.88,Rural,Central Highlands
66.62,Rural,Central Highlands
183.71,Rural,Central Highlands
147.88,Rural,Central Highlands
69.65,Rural,Central Highlands
158.5,Rural,Central Highlands
185.36,Rural,Central Highlands
82.53,Rural,Central Highlands
107.56,Rural,Central Highlands
175.11,Rural,Central Highlands
135.13,Rural,Central Highlands
495.07,Rural,Central Highlands
71.84,Rural,Central Highlands
183.71,Rural,Central Highlands
122.21,Rural,Central Highlands
158.57,Rural,Central Highlands
127.25,Rural,Central Highlands
43.55,Rural,Central Highlands
300.26,Rural,Central Highlands
53.39,Rural,Central Highlands
391.44,Rural,Central Highlands
113.23,Rural,Central Highlands
127.24,Rural,Central Highlands
86.29,Rural,Central Highlands
44.42,Rural,Central Highlands
112.49,Rural,Central Highlands
191.77,Rural,Central Highlands
173.02,Rural,Central Highlands
55.28,Rural,Central Highlands
80.25,Rural,Central Highlands
105.99,Rural,Central Highlands
228.92,Rural,Central Highlands
152.58,Rural,Central Highlands
81.82,Rural,Central Highlands
160.81,Rural,Central Highlands
101.02,Rural,Central Highlands
347.96,Rural,Central Highlands
97.78,Rural,Central Highlands
180.98,Rural,Central Highlands
95.75,Rural,Central Highlands
64.88,Rural,Central Highlands
170.66,Rural,Central Highlands
288.31,Rural,Central Highlands
173.49,Rural,Central Highlands
144.21,Rural,Central Highlands
123.42,Rural,Central Highlands
50.52,Rural,Central Highlands
143.1,Rural,Central Highlands
152.17,Rural,Central Highlands
88.2,Rural,Central Highlands
120.32,Rural,Central Highlands
149.29,Rural,Central Highlands
166.72,Rural,Central Highlands
74.59,Rural,Central Highlands
175.53,Rural,Central Highlands
162.27,Rural,Central Highlands
211.24,Rural,Central Highlands
92.52,Rural,Central Highlands
54.44,Rural,Central Highlands
48.01,Rural,Central Highlands
264.88,Rural,Central Highlands
65.1,Rural,Central Highlands
95.92,Rural,Central Highlands
107.88,Rural,Central Highlands
122.4,Rural,Central Highlands
132.4,Rural,Central Highlands
650.21,Rural,Central Highlands
