expend,area,region
117.52,Urban,South East
253.13,Urban,South East
456.39,Urban,South East
172.18,Urban,South East
793.03,Urban,South East
1287.47,Urban,South East
421.3,Urban,South East
408.15,Urban,South East
197.76,Urban,South East
491.25,Urban,South East
526.41,Urban,South East
315.82,Urban,South East
1092.75,Urban,South East
294.06,Urban,South East
401.68,Urban,South East
973.77,Urban,South East
352.49,Urban,South East
336.81,Urban,South East
368.85,Urban,South East
546.29,Urban,South East
467.5,Urban,South East
832.64,Urban,South East
305.83,Urban,South East
359.1,Urban,South East
191.87,Urban,South East
308.63,Urban,South East
632.96,Urban,South East
719.52,Urban,South East
312.72,Urban,South East
366.03,Urban,South East
375.07,Urban,South East
325.53,Urban,South East
175.33,Urban,South East
224.51,Urban,South East
1309.69,Urban,South East
424.11,Urban,South East
263.45,Urban,South East
157.72,Urban,South East
634.78,Urban,South East
208.03,Urban,South East
262.44,Urban,South East
371.48,Urban,South East
195.57,Urban,South East
182.1,Urban,South East
441.75,Urban,South East
390.99,Urban,South East
340.88,Urban,South East
284.5,Urban,South East
202.23,Urban,South East
466.13,Urban,South East
235.48,Urban,South East
354.04,Urban,South East
379.98,Urban,South East
514.48,Urban,South East
582.19,Urban,South East
260.43,Urban,South East
227.86,Urban,South East
710.28,Urban,South East
203.21,Urban,South East
854.76,Urban,South East
612.4,Urban,South East
139.72,Urban,South East
294.38,Urban,South East
306.58,Urban,South East
205.31,Urban,South East
713.91,Urban,South East
1144.27,Urban,South East
415.97,Urban,South East
437.45,Urban,South East
192.59,Urban,South East
522.59,Urban,South East
534.2,Urban,South East
439.23,Urban,South East
404.98,Urban,South East
425.46,Urban,South East
236.63,Urban,South East
276.47,Urban,South East
343.22,Urban,South East
260.83,Urban,South East
215.16,Urban,South East
992.33,Urban,South East
371.71,Urban,South East
767.47,Urban,South East
552.49,Urban,South East
174.22,Urban,South East
304.06,Urban,South East
592.03,Urban,South East
466.97,Urban,South East
360.08,Urban,South East
803.47,Urban,South East
287.83,Urban,South East
145.94,Urban,South East
516.99,Urban,South East
420.97,Urban,South East
252.47,Urban,South East
168.25,Urban,South East
432.07,Urban,South East
193.33,Urban,South East
206.74,Urban,South East
1097.16,Urban,South East
204.38,Urban,South East
215.45,Urban,South East
334.03,Urban,South East
203.47,Urban,South East
311.02,Urban,South East
2041.65,Urban,South East
294.33,Urban,South East
1572,Urban,South East
401.08,Urban,South East
241.89,Urban,South East
466.26,Urban,South East
323.42,Urban,South East
335.66,Urban,South East
889.18,Urban,South East
1109.65,Urban,South East
367.71,Urban,South East
269.5,Urban,South East
382.08,Urban,South East
539.95,Urban,South East
374.03,Urban,South East
271.42,Urban,South East
207.54,Urban,South East
154.48,Urban,South East
561.71,Urban,South East
589.25,Urban,South East
620.37,Urban,South East
320.09,Urban,South East
257.48,Urban,South East
341.27,Urban,South East
220.48,Urban,South East
199.69,Urban,South East
806.75,Urban,South East
293.34,Urban,South East
437.24,Urban,South East
1429.26,Urban,South East
633.09,Urban,South East
277.25,Urban,South East
397.28,Urban,South East
278.43,Urban,South East
355.44,Urban,South East
273.36,Urban,South East
330.91,Urban,South East
430.53,Urban,South East
392.7,Urban,South East
644.05,Urban,South East
896.47,Urban,South East
398.61,Urban,South East
342.06,Urban,South East
230.57,Urban,South East
537.54,Urban,South East
393.47,Urban,South East
486.76,Urban,South East
378.85,Urban,South East
417.5,Urban,South East
616.63,Urban,South East
177.07,Urban,South East
281.44,Urban,South East
157.75,Urban,South East
292.35,Urban,South East
288.9,Urban,South East
190.62,Urban,South East
399.9,Urban,South East
599.44,Urban,South East
1058.24,Urban,South East
352.11,Urban,South East
210.19,Urban,South East
292.59,Urban,South East
351.89,Urban,South East
278.73,Urban,South East
694.68,Urban,South East
326.43,Urban,South East
691.08,Urban,South East
680.12,Urban,South East
614.64,Urban,South East
834.75,Urban,South East
342.58,Urban,South East
631.37,Urban,South East
625.91,Urban,South East
447.33,Urban,South East
381.9,Urban,South East
361.36,Urban,South East
230.78,Urban,South East
453.38,Urban,South East
315.02,Urban,South East
295.81,Urban,South East
322.26,Urban,South East
507.41,Urban,South East
321.83,Urban,South East
254.72,Urban,South East
404.16,Urban,South East
475.78,Urban,South East
184,Urban,South East
882.51,Urban,South East
207.86,Urban,South East
294.95,Urban,South East
385.83,Urban,South East
390.79,Urban,South East
701.7,Urban,South East
253.36,Urban,South East
661.11,Urban,South East
404.95,Urban,South East
629.85,Urban,South East
431.64,Urban,South East
761.96,Urban,South East
165,Urban,South East
247.84,Urban,South East
546.29,Urban,South East
871.46,Urban,South East
220.6,Urban,South East
738.75,Urban,South East
793.51,Urban,South East
254.47,Urban,South East
351.06,Urban,South East
328.53,Urban,South East
212.2,Urban,South East
161.21,Urban,South East
566.33,Urban,South East
1186.1,Urban,South East
684.46,Urban,South East
470.26,Urban,South East
243.73,Urban,South East
472.31,Urban,South East
164.65,Urban,South East
536.19,Urban,South East
418.23,Urban,South East
189.71,Urban,South East
472.1,Urban,South East
497.6,Urban,South East
290.29,Urban,South East
344.02,Urban,South East
628.92,Urban,South East
354.14,Urban,South East
635.23,Urban,South East
98.82,Urban,South East
178.16,Urban,South East
468.43,Urban,South East
443.02,Urban,South East
666.09,Urban,South East
544.46,Urban,South East
414.3,Urban,South East
191.11,Urban,South East
751.56,Urban,South East
263.83,Urban,South East
3053.45,Urban,South East
180.31,Urban,South East
411.07,Urban,South East
556.06,Urban,South East
280.83,Urban,South East
430.17,Urban,South East
236.39,Urban,South East
415.97,Urban,South East
232.88,Urban,South East
392.77,Urban,South East
119.41,Urban,South East
326.67,Urban,South East
438.62,Urban,South East
518.45,Urban,South East
591.57,Urban,South East
678.21,Urban,South East
319.98,Urban,South East
1175.46,Urban,South East
634.71,Urban,South East
322.45,Urban,South East
618.56,Urban,South East
311.99,Urban,South East
807.52,Urban,South East
257.82,Urban,South East
539.05,Urban,South East
508.17,Urban,South East
768.21,Urban,South East
290.02,Urban,South East
343.42,Urban,South East
536.35,Urban,South East
443.29,Urban,South East
427.74,Urban,South East
213.89,Urban,South East
544.26,Urban,South East
101.01,Urban,South East
512.97,Urban,South East
143.68,Urban,South East
445,Urban,South East
207.17,Urban,South East
464.44,Urban,South East
481.29,Urban,South East
515.08,Urban,South East
388.95,Urban,South East
587.5,Urban,South East
383.66,Urban,South East
385.16,Urban,South East
760.29,Urban,South East
867.89,Urban,South East
374.04,Urban,South East
884.83,Urban,South East
433.4,Urban,South East
420.76,Urban,South East
296.86,Urban,South East
675.9,Urban,South East
717.66,Urban,South East
208.06,Urban,South East
588.32,Urban,South East
172.83,Urban,South East
976.94,Urban,South East
300.75,Urban,South East
437.96,Urban,South East
1022.63,Urban,South East
279.03,Urban,South East
631.26,Urban,South East
395.09,Urban,South East
405.68,Urban,South East
483.18,Urban,South East
471.11,Urban,South East
395.32,Urban,South East
449.52,Urban,South East
160.22,Urban,South East
635.9,Urban,South East
215.91,Urban,South East
540.88,Urban,South East
377.46,Urban,South East
511.25,Urban,South East
553.21,Urban,South East
152.56,Urban,South East
569.69,Urban,South East
644.01,Urban,South East
634.53,Urban,South East
384.96,Urban,South East
329.49,Urban,South East
2071.1,Urban,South East
350.14,Urban,South East
536.7,Urban,South East
165.4,Urban,South East
997.49,Urban,South East
441.4,Urban,South East
340.57,Urban,South East
873.83,Urban,South East
1027.99,Urban,South East
202.14,Urban,South East
1576.95,Urban,South East
692.47,Urban,South East
560.78,Urban,South East
364.38,Urban,South East
790.35,Urban,South East
815.44,Urban,South East
333.36,Urban,South East
73.65,Urban,South East
269.32,Urban,South East
622.2,Urban,South East
116.17,Urban,South East
389.03,Urban,South East
288.68,Urban,South East
375.14,Urban,South East
254.76,Urban,South East
233.13,Urban,South East
351.95,Urban,South East
289.04,Urban,South East
216.48,Urban,South East
711.03,Urban,South East
608.51,Urban,South East
762.7,Urban,South East
125.36,Urban,South East
625.51,Urban,South East
955.97,Urban,South East
445.49,Urban,South East
149.52,Urban,South East
205.28,Urban,South East
348.28,Urban,South East
450.27,Urban,South East
350.59,Urban,South East
